epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.8321462669372557,1.1480492649078369,0.7980349898338318,0.09667040240764618,0.253343878865242,0.6840970020294189,1.627817403793335,0.9612925500869751,0.7554327239990234,0.08527784365415574,0.12058198416233062,0.6665248537063598
2,1.514050419807434,0.8999905171394348,0.7258290381431579,0.08473480814695358,0.08942667692899704,0.6140599026679993,1.4102068586349485,0.8548633589744568,0.6902830414772033,0.08097338193655014,0.08360694831609726,0.5553434996604919
3,1.3258995757102967,0.8394197998046875,0.6803605980873108,0.08198352736234665,0.07707567739486694,0.48647977590560915,1.2598828582763673,0.8051767892837525,0.6528907380104065,0.08066436207294464,0.07162169152498245,0.45470606899261473
4,1.20493661403656,0.795707109451294,0.6469470882415771,0.08056301474571229,0.06819701236486435,0.40922950458526614,1.1772284488677978,0.7680816268920898,0.621014157295227,0.07913523590564728,0.06793224036693574,0.409146821975708
5,1.148513469696045,0.7620196952819824,0.618764419078827,0.07932239776849746,0.06393287903070449,0.3864937744140625,1.1477709736824036,0.7494564385414123,0.5982249660491943,0.07834706467390061,0.07288439738750457,0.3983145351409912
6,1.1132428705692292,0.737513355255127,0.5972167677879333,0.07875995850563049,0.061536630749702455,0.37572951531410215,1.1196113152503968,0.7286916909217834,0.5875178179740905,0.07775552010536194,0.06341834557056426,0.39091962432861327
7,1.093106320142746,0.7211903266906738,0.5818159346580505,0.07824429422616959,0.061130097806453704,0.37191599345207216,1.0928735189437866,0.702561800956726,0.5649912648200989,0.07688269257545471,0.06068783923983574,0.39031171798706055
8,1.072532796382904,0.7031676917076111,0.5666913375854492,0.07809188669919967,0.058384474515914914,0.369365104675293,1.079990287542343,0.6918835544586182,0.5500120034217835,0.07654833513498306,0.06532320734858513,0.38810673308372495
9,1.0565388040542603,0.6900478858947754,0.5545455942153931,0.07782919597625733,0.05767309999465942,0.36649091815948487,1.0625086753368378,0.6778422656059265,0.5398434019088745,0.07627364647388458,0.06172522553801536,0.38466640973091126
10,1.0417534654140472,0.6771269345283508,0.5447774209976196,0.0771231753230095,0.055226338237524035,0.3646265308856964,1.06014745426178,0.6726696844100952,0.5348741021156311,0.07641536337137222,0.061380220621824265,0.3874777698516846
11,1.0324520120620728,0.6684465065002442,0.5356873104572296,0.07694653862714768,0.055812655478715896,0.3640055055618286,1.0565552010536194,0.6737000727653504,0.5376207871437073,0.0758674253821373,0.06021186950802803,0.38285512828826906
12,1.0250657954216003,0.658327024936676,0.5289583330154419,0.07676797342300415,0.05260071986913681,0.3667387704849243,1.0445715558528899,0.6603483338356018,0.5220016398429871,0.07553980046510697,0.06280689352750778,0.3842232220172882
13,1.0129706740379334,0.648226284980774,0.5198551659584045,0.07616565996408463,0.052205457359552385,0.36474438905715945,1.042544949531555,0.6466894598007202,0.5125722360610961,0.0756654070019722,0.05845180755853653,0.39585548973083495
14,1.000595492362976,0.6387763776779175,0.5114780101776123,0.07582545155286789,0.051472915798425674,0.3618191146850586,1.030401448249817,0.6445026626586914,0.5081164674758911,0.07593535256385803,0.06045084661245346,0.3858987855911255
15,0.9992933430671692,0.6362006068229675,0.5079029974937439,0.07594819301366806,0.05234942013025284,0.3630927362442017,1.027382911682129,0.6435317068099976,0.5087388806343078,0.07592566508054734,0.05886713606119156,0.38385120487213137
16,0.9885999989509583,0.6281669249534607,0.5022560772895813,0.07540743404626846,0.05050341460108757,0.3604330739974976,1.0163135271072388,0.6381532425880432,0.5037106785774231,0.07565392702817916,0.058788629680871965,0.37816028451919553
17,0.9750005383491517,0.6169830360412598,0.4924296772480011,0.07510796719789505,0.049445388108491896,0.35801750230789187,1.0107901470661163,0.6277570190429688,0.4940663380622864,0.07534103417396545,0.05834962970018387,0.3830331280231476
18,0.9746708476543426,0.6102373514175415,0.48794420766830443,0.07507767075300217,0.0472154738008976,0.36443349623680116,1.0085762095451356,0.6275690169334411,0.4938663067817688,0.0761113098859787,0.05759140458703041,0.38100719261169436
19,0.9717567739486694,0.6085750379562378,0.4853527925014496,0.07462453466653823,0.04859771281480789,0.36318173599243164,0.9991708707809448,0.6214317407608032,0.49099308443069456,0.0760260027050972,0.054412661373615265,0.3777391300201416
20,0.9591207859516144,0.601128128528595,0.47999162578582766,0.07495325791835784,0.0461832417845726,0.3579926574230194,1.0073078682422638,0.626712170124054,0.4883419027328491,0.0748578525185585,0.0635124083161354,0.3805956981182098
21,0.9506474661827087,0.5941432061195373,0.4734925632476807,0.07463855504989624,0.0460120906829834,0.3565042600631714,0.9956364183425903,0.6135236821174621,0.4814111170768738,0.0746844880580902,0.057428088515996935,0.38211273622512815
22,0.950764741897583,0.5888585052490234,0.46785494256019594,0.07466454654932023,0.04633902081847191,0.3619062366485596,0.9872548241615295,0.6094554224014282,0.47831316232681276,0.0754600173830986,0.05568224516510963,0.3777994017601013
23,0.9427934436798096,0.5808667807579041,0.4627582564353943,0.07410977894067765,0.04399874469637871,0.3619266629219055,0.9927036573886872,0.6071245203018188,0.47382009553909304,0.07457492780685425,0.058729495763778686,0.3855791370868683
24,0.9332267434597016,0.5747985062599182,0.45815679025650025,0.07412731003761291,0.04251440489292145,0.35842823719978334,0.9810287837982177,0.6037187275886535,0.4731785566806793,0.07502143424749375,0.05551874378323555,0.3773100562095642
25,0.9275999517440796,0.5686780829429626,0.4522498860359192,0.07365739047527313,0.04277080658078194,0.35892186880111693,0.985094470500946,0.6050833487510681,0.47244797539711,0.07440084999799729,0.05823453262448311,0.38001112174987794
26,0.9227155108451843,0.566131187915802,0.45085374689102176,0.07345587718486786,0.04182156690955162,0.3565843229293823,0.9805343577861787,0.6034559116363526,0.47365047335624694,0.0751334120631218,0.054672016978263856,0.37707844614982605
27,0.9197833132743836,0.5628379635810852,0.4483838565349579,0.07395369946956634,0.040500406116247174,0.35694534969329833,0.9764084191322326,0.5993914036750794,0.4713119912147522,0.07449746936559677,0.053581951409578325,0.3770170154571533
28,0.9064417519569398,0.5515727038383484,0.4400891098976135,0.07321172279119492,0.0382718742787838,0.3548690481185913,0.9869822602272034,0.6046162838935852,0.468736129283905,0.07534794366359711,0.06053220808506012,0.3823659763336182
29,0.9017782983779907,0.5479949231147766,0.4367402768135071,0.07324046003818512,0.03801418586075306,0.35378337526321413,0.9818549628257751,0.6076650190353393,0.46720617151260374,0.07467779248952866,0.06578106424212456,0.3741899437904358
30,0.9056213688850403,0.5460378155708313,0.43473790311813354,0.07302840662002563,0.03827150458097458,0.359583553314209,0.9915055730342865,0.602711709022522,0.4708625361919403,0.07427266120910644,0.05757650393247604,0.3887938640117645
