protocol_fingerprint,checkpoint_selection,selection_objective,model_a,model_b,g05_fraction,g05_count_per_sample,metric,metric_role,global_sign_in_selection_objective,global_sign_metrics_note,improvement_definition,paired_seed_count,paired_seeds,delta_mean,delta_std,improvement_mean,improvement_std
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,absolute_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,0,,,,,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,absolute_sign_set_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,0,,,,,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,charge_magnitude_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,global_invariant_charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,global_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,0,,,,,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,global_sign_bce,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,0,,,,,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,mean_position_3d_error,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,mean_position_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.0,0,pairwise_relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,42,0.0,,0.0,
