epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.808259596347809,1.1215629634857178,0.7959764990806579,0.09607921469211578,0.2295072568655014,0.686696632862091,1.6096165437698364,0.9337600340843201,0.740706060886383,0.08777233505249024,0.10528164273500443,0.6758565096855164
2,1.5270010013580322,0.8884233527183533,0.7160451421737671,0.08555679720640183,0.08682141357660293,0.6385776486396789,1.433274570465088,0.8376191158294678,0.6828049712181091,0.08054793184995651,0.07426620197296142,0.5956554546356201
3,1.3503844485282896,0.8256276578903198,0.6716538100242615,0.08189067924022675,0.07208317255973816,0.52475679063797,1.2909123859405518,0.8060940918922425,0.6528853206634522,0.08011250758171082,0.07309627163410187,0.48481829404830934
4,1.1975493576526641,0.7864640970230102,0.6388700623512268,0.08048126226663589,0.06711277562379837,0.41108526062965395,1.1787633688449861,0.7649136714935303,0.6196952252388,0.0789436715245247,0.06627476707100868,0.4138496973514557
5,1.1215604438781739,0.756626871585846,0.6130239877700806,0.07985538810491562,0.06374750337004662,0.36493357229232787,1.123278347492218,0.7387151508331299,0.5964628696441651,0.07747330152988434,0.06477897599339486,0.3845631966590881
6,1.07584521651268,0.7316148109436035,0.5914708127975464,0.07839893102645874,0.061745065689086914,0.3442304055690765,1.0997691557407379,0.7250684576034546,0.583407352924347,0.07769136273860931,0.06396974781155586,0.37470069813728335
7,1.044712119102478,0.7094422359466552,0.5731277484893799,0.07800454646348953,0.05830994036793709,0.33526988315582273,1.0686203660964966,0.6983013796806335,0.5631109762191773,0.0769101687669754,0.05828023675084114,0.370318986415863
8,1.0362848489284515,0.7016148595809937,0.5662800970077515,0.07777245378494263,0.05756230807304382,0.3346699893474579,1.068504235982895,0.6952648315429687,0.558947069644928,0.07609290194511413,0.060224862813949585,0.37323940443992615
9,1.0223736062049866,0.6878811268806457,0.553281617641449,0.07720211762189864,0.057397394984960555,0.33449247932434084,1.0481107311248778,0.6778204426765442,0.5440609812736511,0.07633124601840972,0.05742822927236557,0.3702902884483337
10,1.0030000717639924,0.6769915199279786,0.545526602268219,0.07705408388376236,0.05441083627939224,0.3260085518360138,1.036000998020172,0.6738726744651794,0.5367686696052552,0.07683697074651719,0.06026702743768692,0.3621283235549927
