epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.7944346590042115,1.1060114879608154,0.8029670577049255,0.09546119803190231,0.2075832387804985,0.688423171043396,1.6192551493644713,0.9385527138710021,0.7590438089370728,0.08512945544719697,0.09437944716215134,0.6807024354934692
2,1.510519929409027,0.8682265944480896,0.7110770573616028,0.08340297442674637,0.07374656212329865,0.6422933349609375,1.4446577844619752,0.8475050392150879,0.6980681762695312,0.08112612295150756,0.06831073793768883,0.5971527452468872
3,1.3583242406845093,0.8170000710487366,0.6675595726966858,0.08100417530536652,0.06843631678819656,0.5413241696357727,1.349789219379425,0.8014311475753784,0.6565707116127014,0.07857782644033431,0.06628262165188789,0.5483580718040466
4,1.2552867140769959,0.7832241997718811,0.6401767444610595,0.08052310913801193,0.06252434700727463,0.47206251430511476,1.2412641005516052,0.7749711694717407,0.6337704830169678,0.07779927688837052,0.0634014210999012,0.4662929310798645
5,1.1602742953300478,0.7477065591812134,0.608425491809845,0.07897154241800308,0.06030952268838882,0.41256773614883424,1.1858799681663512,0.7591742525100708,0.6202521815299987,0.07649589288234711,0.06242618477344513,0.4267057156562805
6,1.1025483961105347,0.7256703119277954,0.5884972491264343,0.07803934580087661,0.05913371339440346,0.37687808418273927,1.126091854095459,0.7274312219619751,0.58688658618927,0.07751185780763627,0.06303278803825378,0.3986606321334839
7,1.0644568483829497,0.7073231363296508,0.5726067757606507,0.07735737043619156,0.05735898697376251,0.35713371205329897,1.1023463141918182,0.7183886203765869,0.5808233761787415,0.0768741790652275,0.060691067308187484,0.3839576938152313
8,1.0372889885902405,0.6907894253730774,0.5579918651580811,0.07682049494981766,0.05597706526517868,0.3464995632171631,1.0810450427532197,0.704640338897705,0.5690047636032104,0.07660158145427703,0.05903399473428726,0.3764047038555145
9,1.020238973379135,0.6810918264389038,0.5496676454544067,0.07706875377893448,0.05435542643070221,0.33914714694023135,1.0672464573383331,0.6924968247413635,0.5544975552558898,0.07858423209190368,0.059415054529905316,0.3747496325969696
10,1.005174917936325,0.671080352306366,0.5408314919471741,0.0763769935965538,0.05387186625599861,0.3340945656299591,1.0613635146617888,0.692687488079071,0.5521689248085022,0.077706429541111,0.06281213080883026,0.3686760265827179
11,0.9981725170612334,0.6650913310050964,0.5346241807937622,0.07615028840303421,0.05431686487793923,0.33308118605613707,1.047949769973755,0.683132830619812,0.5435452318191528,0.0763174747824669,0.06327013278007507,0.3648169393539429
12,0.9770196487903595,0.6499902334213257,0.5220783104896546,0.07583631670475006,0.05207560384273529,0.3270294153690338,1.0392274408340454,0.6705260701179504,0.5344741086959839,0.07536953234672547,0.06068242990970612,0.368701370716095
13,0.9626019570827484,0.6386483006477356,0.5125122046470643,0.07542626911401748,0.0507098259627819,0.32395365643501284,1.0347617127895354,0.674076991558075,0.5330765080451966,0.07574914461374282,0.06525135284662247,0.36068472123146056
14,0.9571938676834106,0.6357081904411316,0.5099309945106506,0.07546424210071563,0.05031295508146286,0.32148567724227906,1.014405743598938,0.6542774925231933,0.5171367020606995,0.07485367339849472,0.062287122398614884,0.36012825107574464
15,0.9443691606521607,0.6231199021339416,0.49878553104400636,0.07493895757198334,0.04939541524648666,0.321249258518219,1.025395397901535,0.6644299283027649,0.5251230254173279,0.07643230152130127,0.06287460198998451,0.36096546959877013
16,0.9397077088356018,0.61883030128479,0.49476191139221193,0.07487276190519333,0.049195635944604875,0.3208774075508118,1.009173943042755,0.6552132167816163,0.518060827255249,0.07536036121845245,0.06179202082753182,0.3539607262611389
17,0.9307191174030304,0.6074924325942993,0.4857493491172791,0.07446821314096451,0.04727486690878868,0.32322668480873107,1.0094331538677215,0.6498018527030944,0.5107671270370483,0.07630222004652024,0.06273249298334121,0.35963130116462705
18,0.9188047935962678,0.59934654378891,0.4782611947059631,0.07423524296283722,0.04685010588169098,0.31945824980735776,1.0028285241127015,0.648265007019043,0.5086169781684875,0.0756885586977005,0.06395946478843689,0.35456351709365846
19,0.9131710267066955,0.5941605005264282,0.47433672070503236,0.07405929720401763,0.045764485210180283,0.3190105261802673,0.9965343718528747,0.6423592638969421,0.5052489032745361,0.07569060695171356,0.06141975709795952,0.3541751079559326
20,0.9031093065738678,0.5874340834617615,0.46793299055099485,0.07368262940645218,0.04581846597790718,0.31567522311210633,0.9861224422454835,0.6324572687149048,0.4988101072311401,0.07510312187671661,0.05854404723644257,0.35366517353057864
21,0.8961470468044281,0.5828363294601441,0.4645058982372284,0.07377400577068328,0.04455642634630203,0.31331071734428406,0.9871772119998932,0.6332755651473999,0.4975065140724182,0.0759150470495224,0.05985401087999344,0.3539016468524933
22,0.8920963876247406,0.5768194084167481,0.4591236469745636,0.07357098215818406,0.044124785631895064,0.3152769792079926,0.9919476294517517,0.6306365089416504,0.4946791224479675,0.07504872512817383,0.06090867054462433,0.36131112051010134
23,0.8834063822031021,0.5703808183670044,0.45372244811058043,0.07324953579902649,0.04340883755683899,0.3130255638360977,0.9850779712200165,0.6341619925498962,0.4974078884124756,0.07548235583305359,0.0612717512845993,0.35091597867012025
24,0.8769922828674316,0.5638053569793701,0.4490389130115509,0.07302169704437256,0.04174475234746933,0.3131869258880615,0.9819483416080474,0.6239353132247925,0.4887682452201843,0.07519607639312745,0.05997099661827087,0.358013028383255
25,0.8656427791118622,0.5544289522171021,0.4404985740184784,0.07250768601894379,0.04142269122600555,0.3112138268947601,0.9830120825767517,0.6355613021850586,0.49567913818359377,0.07505076491832734,0.06483140414953231,0.34745078039169314
26,0.8664993929862976,0.5519960107803344,0.4378755717277527,0.07255422568321228,0.0415662202835083,0.31450338220596313,0.9711413581371307,0.6188638763427734,0.4818753762245178,0.0749792504310608,0.062009246587753294,0.3522774817943573
27,0.8611065135002136,0.5479899916648865,0.4343449938297272,0.0722868805527687,0.041358117967844006,0.3131165218353271,0.9667225198745728,0.6158004260063171,0.4814906458854675,0.07543923163414001,0.058870554834604266,0.3509220938682556
28,0.8513047862052917,0.5414496231079101,0.42881307649612427,0.07202882397174835,0.04060772458463907,0.3098551630973816,0.9639659876823425,0.614607195854187,0.4761351704597473,0.07552978211641312,0.06294226694107055,0.3493587918281555
29,0.8419414086341859,0.5324797122478485,0.42252806353569033,0.07175030088424683,0.03820134718716144,0.3094616963863373,0.9630447978973389,0.6161934390068055,0.47809428691864014,0.07462784308195114,0.06347129690647126,0.3468513588905334
30,0.8352074830532075,0.5260397696495056,0.4175412771701813,0.07156278485059739,0.03693570187687874,0.3091677134037018,0.9843629550933838,0.6383040385246277,0.4952306451797485,0.07623244208097459,0.06684095460176467,0.3460589165687561
31,0.8370330564975739,0.5258636231422424,0.4183072941303253,0.07161321830749512,0.03594310915470123,0.3111694333553314,0.9600354652404786,0.6143298506736755,0.47355968952178956,0.07548492485284805,0.06528524726629258,0.345705614566803
32,0.8238541243076325,0.516075686454773,0.40902876806259153,0.07121683436632156,0.035830085448920725,0.3077784378528595,0.9843540494441986,0.6220752329826355,0.4711269383430481,0.07567325460910797,0.07527504581212997,0.3622788164615631
33,0.8213282537460327,0.5116996831893921,0.4046332638263702,0.07083387720584869,0.036232543006539344,0.3096285705566406,0.9605949895381927,0.6136461834907532,0.47328248190879824,0.0755159724354744,0.06484775322675705,0.34694880604743955
34,0.8128537982702255,0.5054081997871399,0.401449343919754,0.07057785964012146,0.03338099417090416,0.3074455984830856,0.9700226802825928,0.6148641319274902,0.4726494245529175,0.07577507823705673,0.06643963408470153,0.3551585483551025
35,0.808767941236496,0.5012157382965088,0.3977484772205353,0.07050610905885696,0.03296115204691887,0.3075522029399872,0.9584128751754761,0.6129053254127502,0.47225400829315184,0.07546527349948882,0.06518603867292404,0.34550754976272585
36,0.8036071033477783,0.49244552206993103,0.3913757424354553,0.06991577714681625,0.03115400204062462,0.31116158127784727,0.9741309988498688,0.6130057134628296,0.46959739637374875,0.07494510293006897,0.06846320533752441,0.3611252853870392
37,0.7943734309673309,0.4855726900100708,0.38557327580451967,0.06995565021038055,0.030043765038251877,0.3088007409572601,0.9529082498550414,0.6082533345222473,0.46858382821083067,0.07481473511457443,0.06485477060079575,0.3446549153327942
38,0.7953338203430176,0.48791019773483274,0.3861721496582031,0.06962770318984986,0.03211034333705902,0.3074236226081848,0.9610851418972015,0.6169263806343078,0.4733134567737579,0.075461381316185,0.06815154176950455,0.3441587612628937
39,0.7906170012950897,0.48147712159156797,0.38229370522499084,0.06961287361383438,0.02957054117321968,0.30913987970352175,0.9526028692722321,0.6093973059654236,0.4651151294708252,0.07537200474739075,0.06891017246246338,0.34320556330680846
40,0.7786442441940308,0.47236985445022583,0.37560320663452146,0.06898429352045059,0.027782355293631555,0.30627438974380494,1.0020933730602264,0.6216890830993652,0.47142821025848386,0.07502555108070373,0.07523534339666367,0.38040428996086123
41,0.7747747166156769,0.4679432349205017,0.37108990049362184,0.06896778100728988,0.027885550886392593,0.30683148169517516,0.9608910524845122,0.6162054014205932,0.46274672079086304,0.07613710260391235,0.07732157546281815,0.3446856510639191
42,0.7743515353202819,0.4652423071861267,0.3680259473323822,0.0686732822060585,0.02854307872056961,0.30910922813415526,0.950067390203476,0.6009619393348694,0.46072743344306943,0.07530006521940232,0.06493445384502411,0.34910545086860656
43,0.7599135155677795,0.4540131070613861,0.3617046420574188,0.0683956361413002,0.023912827432155608,0.30590040850639344,0.9574359920024871,0.610557210445404,0.46481847643852237,0.07616177439689636,0.06957695549726486,0.3468787815570831
44,0.7569624030590058,0.4522617983818054,0.3600472025871277,0.06840435647964478,0.023810234636068343,0.30470060467720034,0.9516505403518678,0.6099109706878663,0.46275201320648196,0.07548103833198547,0.07167791324853898,0.3417395696640015
45,0.7590654816627502,0.45216082239151,0.3594672830104828,0.06818098682165145,0.024512550130486487,0.3069046592712402,0.9759881694316864,0.6300970573425293,0.47588255882263186,0.07574152493476868,0.07847296571731567,0.3458911120891571
46,0.7501720566749572,0.4439356029033661,0.354253856420517,0.0677044186592102,0.021977326221764088,0.3062364537715912,0.9654142234325409,0.6238864874839782,0.46871833682060243,0.07612140864133835,0.07904675388336181,0.3415277359485626
47,0.7445797438621521,0.4397654318809509,0.35029946208000184,0.06774957013130188,0.02171639929711819,0.3048143119812012,0.9727830140590668,0.6292605094909668,0.4659213664531708,0.07618814367055893,0.08715097856521606,0.34352250456809996
48,0.7420991716384888,0.43716808295249937,0.34806488823890686,0.06739046901464463,0.021712726011872293,0.3049310886859894,0.9578962595462799,0.6151881361007691,0.4601190321445465,0.0761136903166771,0.07895541644096374,0.3427081234455109
49,0.7349377524852753,0.430136381149292,0.34280240631103515,0.06699256205558776,0.02034141021221876,0.3048013713359833,0.977300259590149,0.6212804894447327,0.4675020775794983,0.07520287334918976,0.07857555109262467,0.35601977014541625
