epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.8557260570526122,1.165141565799713,0.7959173064231873,0.09559831750392914,0.27362595331668854,0.6905844912528992,1.6711614184379577,0.9832997617721557,0.7732924094200134,0.08726808351278305,0.12273928380012512,0.687861656665802
2,1.5854964566230774,0.9047121090888977,0.7293363580703736,0.08555987250804901,0.08981587713956833,0.6807843475341797,1.5400172967910768,0.8688038516044617,0.708940933227539,0.08299569457769394,0.07686722952127456,0.671213445186615
3,1.4910066118240355,0.8382984066009521,0.6857034320831299,0.08259276384115219,0.07000221607089042,0.6527082052230835,1.4684693775177,0.8357895908355712,0.6776679010391236,0.08181528282165527,0.07630640560388566,0.6326797866821289
4,1.4075763435363768,0.8040076761245728,0.656953501701355,0.0813001270890236,0.06575404736399651,0.6035686674118041,1.3853219900131224,0.8054884352684021,0.6546025733947753,0.08097332286834717,0.069912557721138,0.5798335547447204
5,1.318919312477112,0.7793049774169922,0.6347349090576172,0.07966198134422302,0.06490808975696563,0.5396143350601196,1.2946913499832153,0.7779668197631836,0.6309094643592834,0.07952352052927017,0.06753384625911713,0.5167245302200317
6,1.2233578839302062,0.749211139678955,0.610713255405426,0.0780776737332344,0.060420210003852844,0.4741467442512512,1.2188018736839294,0.7579499645233154,0.6152386856079102,0.07952110880613326,0.06319015377759933,0.460851909160614
7,1.1499518070220947,0.7310497627258301,0.5940147485733033,0.0776763545870781,0.0593586620092392,0.41890204429626465,1.165107754468918,0.7426289763450623,0.6034196004867554,0.0772513792514801,0.06195799577236175,0.4224787781238556
8,1.1037993025779724,0.7172003140449524,0.5809950137138367,0.0777600667476654,0.05844523751735687,0.38659898853302,1.1362352890968324,0.7364144225120545,0.5958955721855164,0.07683097177743911,0.06368787175416947,0.39982086658477783
9,1.0765548515319825,0.7107315750122071,0.5745213017463684,0.07745215088129044,0.058758126527071,0.36582327651977536,1.1101106748580933,0.7202021989822388,0.5825451445579529,0.076746279835701,0.06091078671813011,0.3899084758758545
10,1.0469236342906951,0.6940586762428284,0.5626883993148803,0.07595828694105149,0.055411989629268646,0.35286495804786683,1.088599007844925,0.7076231241226196,0.5720039739608764,0.07645962709188461,0.05915952229499817,0.3809758837223053
11,1.0312438597679139,0.6868470907211304,0.5556465024948121,0.07631607687473298,0.05488451710343361,0.34439676904678346,1.08990615940094,0.7068497471809387,0.5694530444145203,0.07693104165792465,0.06046565896272659,0.3830564122200012
12,1.0129419376850128,0.6748103175163269,0.5456185159683228,0.07589099830389023,0.053300800681114195,0.3381316201686859,1.078494120836258,0.7058870644569397,0.5694076957702636,0.07559392464160919,0.06088543811440468,0.37260705637931824
13,1.0081663990020753,0.6700686569213867,0.5398683605194092,0.07635266363620757,0.05384763270616531,0.3380977420806885,1.063190873146057,0.6923156414031982,0.5560911440849304,0.07778198122978211,0.05844251599907875,0.3708752317428589
14,0.9910857815742493,0.6597933239936828,0.5314775137901306,0.0753265072107315,0.05298930439352989,0.3312924575805664,1.0500315177440644,0.6823088440895081,0.5484236035346984,0.07537738066911698,0.05850786429643631,0.3677226736545563
15,0.9866266617774964,0.6569927392005921,0.5295120434761047,0.07511834955215455,0.052362345516681674,0.32963392257690427,1.0528658182621002,0.6857753639221191,0.5499848394393921,0.07581583017110824,0.05997468385100364,0.36709045433998105
16,0.9766777124404907,0.6495184059143067,0.5219563164710999,0.07490917629003525,0.05265291428565979,0.3271593065261841,1.067698397397995,0.6878938250541687,0.5465105862617493,0.07593490254878998,0.06544834315776825,0.3798045723438263
17,0.9688023369312286,0.6406536955833435,0.5141448702812195,0.07464828085899353,0.051860548913478854,0.32814864134788513,1.0341312093734742,0.6700743074417115,0.5362027945518494,0.07516064381599426,0.05871087330579758,0.3640569019317627
18,0.9555433678627014,0.6318832330703735,0.507458223104477,0.07427142226696014,0.05015358731150627,0.32366013479232786,1.041906891822815,0.6750340499877929,0.5363761959075928,0.07505451965332031,0.06360334271192551,0.36687284183502195
